"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2016-02-29,81389,"53566","WI","Madison","Green","Monroe",5420,122400,0,-0.00244498777506112,0.0329113924050633,0.0186463764447298,0.00964259190555294,"2015-08","2015-Q3",124000,-0.0129032258064516,"2015-05"
2016-02-29,61248,"08904","NJ","New York","Middlesex","Highland Park",5421,330200,0.00395256916996047,0.0147510755992624,-0.00989505247376312,0.00972630418295628,-0.00931650658917871,"2007-02","2007-Q1",365100,-0.0955902492467817,"2004-11"
2016-02-29,92579,"78644","TX","Austin","Caldwell","Lockhart",5422,124300,0.008110300081103,0.00566343042071197,0.0445378151260504,0.0323644778111274,0.0227092594825506,"2009-08","2009-Q3",128600,-0.0334370139968896,"2009-07"
2016-02-29,79546,"49058","MI","Grand Rapids","Barry","Hastings Township",5423,114700,0.00349956255468067,0.0132508833922261,0.0333333333333333,0.0499309672496191,-0.00434091701912864,"2006-11","2006-Q4",125400,-0.0853269537480064,"2005-03"
2016-02-29,63227,"13669","NY","Ogdensburg","Saint Lawrence","Ogdensburg",5424,58600,-0.0101351351351351,-0.0281923714759536,-0.0502431118314425,0.00206045703753133,0.0100948913817476,"2014-04","2014-Q2",63900,-0.0829420970266041,"2012-08"
2016-02-29,76492,"43056","OH","Columbus","Licking","Heath",5425,205700,0.00292540224280839,0.0133004926108374,0.156917885264342,0.117938210244877,0.050401576896125,"2016-02","2016-Q1",205700,0,"2016-02"
2016-02-29,77910,"46013","IN","Indianapolis","Madison","Anderson",5426,72300,0,0.00836820083682008,0.0585651537335286,0.00505501757593363,-0.025905605057848,"2005-04","2005-Q2",97900,-0.261491317671093,"1998-02"
2016-02-29,94810,"85215","AZ","Phoenix","Maricopa","Mesa",5427,262800,0.000380662352493338,0.00728248371023381,0.0678585940674523,0.0742447525216885,-0.0184832176079014,"2006-03","2006-Q1",316900,-0.17071631429473,"2005-06"
2016-02-29,94998,"85614","AZ","Tucson","Pima","Green Valley",5428,145000,-0.000689179875947622,-0.000689179875947622,0.0298295454545455,0.00632517066746208,-0.0345048907503906,"2006-09","2006-Q3",218900,-0.337597076290544,"2004-11"
2016-02-29,72483,"33181","FL","Miami-Fort Lauderdale","Miami-Dade","North Miami",5429,190900,0.0246913580246914,0.0558628318584071,0.115721800116891,0.144061561507868,-0.0277326319093522,"2007-02","2007-Q1",276600,-0.309833694866233,"2005-03"
2016-02-29,60575,"07066","NJ","New York","Union","Clark",5430,410100,0.00293470286133529,0.0118430792005922,0.0379650721336371,0.0141911518936852,-0.0114168728846131,"2006-08","2006-Q3",472600,-0.132247143461701,"2005-04"
2016-02-29,72610,"33444","FL","Miami-Fort Lauderdale","Palm Beach","Delray Beach",5431,185100,0.00162337662337662,-0.00215633423180593,0.0972139893301719,0.0791036925730229,-0.0418032173335591,"2006-05","2006-Q2",292200,-0.36652977412731,"2004-09"
2016-02-29,58877,"02726","MA","Providence","Bristol","Somerset",5432,249500,0.00321672698029755,0.0129922858302883,0.0847826086956522,0.011616554497387,-0.0179685110924076,"2005-06","2005-Q2",306500,-0.185970636215334,"2003-08"
2016-02-29,97079,"92887","CA","Los Angeles-Long Beach-Anaheim, CA","Orange","Yorba Linda",5433,827500,0.00485731633272617,0.0143417504290267,0.0736992344621772,0.0570611031684469,-0.00827520758555456,"2006-05","2006-Q2",906700,-0.087349729789346,"2005-05"
2016-02-29,80283,"50312","IA","Des Moines","Polk","Des Moines",5434,170500,0.00353148911124191,0.0124703087885986,0.0421760391198044,0.020697738895229,0.009121773888356,"2016-02","2016-Q1",170500,0,"2016-02"
2016-02-29,58760,"02451","MA","Boston","Middlesex","Waltham",5435,440300,0.00479233226837061,0.0124166475051736,0.0548634403449928,0.0404572467792634,0.0101516122717129,"2016-02","2016-Q1",440300,0,"2016-02"
2016-02-29,58939,"02842","RI","Providence","Newport","Middletown",5436,326000,0.00462249614791988,0.0124223602484472,0.0349206349206349,0.0121482821022936,-0.0155467898562853,"2006-06","2006-Q2",395000,-0.174683544303797,"2004-05"
2016-02-29,65105,"17552","PA","Lancaster","Lancaster","Mount Joy",5437,174800,0.00171919770773639,0.000572409845449342,0.033096926713948,0.00844793916764242,0.00517883151424137,"2007-04","2007-Q2",177200,-0.0135440180586907,"2006-12"
2016-02-29,73588,"35749","AL","Huntsville","Madison","Harvest",5438,157600,-0.00253164556962025,-0.00442198357548958,0.0180878552971576,-0.00512334848198648,-0.00119765671616001,"2007-07","2007-Q3",170700,-0.0767428236672525,"2005-11"
2016-02-29,65395,"18235","PA","Allentown","Carbon","Mahoning Township",5439,155100,0.00323415265200517,0.0157170923379175,0.0244385733157199,-0.0017955739842791,-0.00598755939044904,"2007-03","2007-Q1",176500,-0.121246458923513,"2005-10"
2016-02-29,73127,"34481","FL","Ocala","Marion","Ocala",5440,86900,0.00346420323325635,0.0128205128205128,0.0675675675675676,0.0351909817274254,-0.0519167545253743,"2006-06","2006-Q2",154000,-0.435714285714286,"2004-07"
2016-02-29,67190,"22205","VA","Washington","Arlington","Arlington",5441,767900,-0.0013005592404734,0.00906701708278581,0.0181649429859454,0.0361729447973724,0.0146439235281026,"2016-01","2016-Q1",768900,-0.0013005592404734,"2016-01"
2016-02-29,60699,"07506","NJ","New York","Passaic","Hawthorne",5442,342100,0.00263774912075029,0.0070650574035914,0.00558495002939447,0.0106818013480194,-0.0249417159776557,"2006-04","2006-Q2",446800,-0.234333034914951,"2004-01"
2016-02-29,61212,"08852","NJ","New York","Middlesex","South Brunswick",5443,392000,0.00409836065573771,0.0187110187110187,0.0439414114513981,0.0183114055151725,-0.0081667799905184,"2005-11","2005-Q4",428900,-0.0860340405688972,"2005-03"
2016-02-29,71338,"30901","GA","Augusta","Richmond","Augusta",5444,37100,0,-0.00802139037433155,0.00815217391304348,-0.0370157610777517,-0.0344909932717612,"2006-10","2006-Q4",54000,-0.312962962962963,
2016-02-29,97133,"93111","CA","Santa Maria-Santa Barbara, CA","Santa Barbara","Goleta",5445,901300,0.0030046739372357,0.0162363287856579,0.0848579682233991,0.0514308655281288,-0.00624823462811208,"2005-08","2005-Q3",981100,-0.0813372744878198,"2004-09"
